Day,Time,Group,Metric,Unit,Amount
2019-06-01,6:53 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,126.0
2019-06-01,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,70.0
2019-06-02,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,52.0
2019-06-03,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-06-04,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-06-05,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-06-06,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-06-07,3:45 PM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2019-06-08,12:36 PM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-06-09,9:02 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2019-06-09,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2019-06-10,9:27 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,74.0
2019-06-10,9:27 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,118.0
2019-06-10,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-06-11,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-06-12,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-06-13,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-06-14,8:02 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-06-14,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,49.0
2019-06-15,9:12 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-06-15,9:45 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-06-16,9:36 AM,Study Meal,"Weight (Apple Health)",lbs,164.0
2019-06-16,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-06-17,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-06-18,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,53.0
2019-06-19,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-06-20,10:17 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-06-20,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-06-21,10:16 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-06-21,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-06-22,10:15 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-06-22,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,70.0
2019-06-23,7:23 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-06-23,1:24 PM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-06-23,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-06-24,7:02 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-06-24,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,48.0
2019-06-25,7:15 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-06-25,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-06-26,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-06-27,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-06-28,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-06-29,9:19 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-06-29,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,70.0
2019-06-30,9:30 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-06-30,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-07-01,7:27 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2019-07-01,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-07-02,7:11 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-07-02,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-07-03,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-07-04,9:43 AM,Study Meal,"Weight (Apple Health)",lbs,164.0
2019-07-04,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,77.0
2019-07-05,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-07-06,10:00 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-07-06,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-07-07,11:00 AM,Study Meal,"Weight (Apple Health)",lbs,164.0
2019-07-07,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-07-08,5:23 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-07-08,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-07-09,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-07-10,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-07-11,7:14 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-07-11,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-07-12,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-07-13,9:06 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-07-13,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-07-14,8:57 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-07-14,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-07-15,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-07-16,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,71.0
2019-07-17,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,49.0
2019-07-18,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,72.0
2019-07-19,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,65.0
2019-07-20,9:04 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-07-20,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,74.0
2019-07-21,9:04 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-07-21,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-07-22,7:06 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-07-22,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-07-23,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-07-24,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,51.0
2019-07-25,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-07-26,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-07-27,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,51.0
2019-07-28,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-07-29,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-07-30,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-07-31,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,87.0
2019-08-01,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-08-02,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-08-03,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-08-04,9:55 PM,Study Meal,"Heart Rate (Apple Health)",bpm,88.0
2019-08-05,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-08-06,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,52.0
2019-08-07,8:24 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-08-07,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,53.0
2019-08-08,8:24 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-08-08,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-08-09,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-08-10,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,82.0
2019-08-11,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-08-12,7:52 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-08-12,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-08-13,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-08-14,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2019-08-15,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-08-16,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-08-17,9:08 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
2019-08-17,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-08-18,8:45 AM,Study Meal,"Weight (Apple Health)",lbs,164.0
2019-08-18,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-08-19,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,50.0
2019-08-20,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-08-21,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-08-22,7:40 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
2019-08-22,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-08-23,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-08-24,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,71.0
2019-08-25,9:17 AM,Study Meal,"Weight (Apple Health)",lbs,164.0
2019-08-25,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-08-26,8:06 PM,Study Meal,"Heart Rate (Apple Health)",bpm,101.0
2019-08-27,8:38 AM,Study Meal,"Weight (Apple Health)",lbs,165.0
2019-08-27,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,49.0
2019-08-28,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-08-29,7:04 AM,Study Meal,"Weight (Apple Health)",lbs,164.0
2019-08-29,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-08-30,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-08-31,8:30 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
2019-08-31,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-09-01,9:39 AM,Study Meal,"Weight (Apple Health)",lbs,162.0
2019-09-01,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-09-02,9:00 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
2019-09-02,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,65.0
2019-09-03,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-09-04,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-09-05,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-09-06,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-09-07,10:00 AM,Study Meal,"Weight (Apple Health)",lbs,162.0
2019-09-07,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-09-08,8:51 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
2019-09-08,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-09-09,7:13 AM,Study Meal,"Weight (Apple Health)",lbs,164.0
2019-09-09,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2019-09-10,7:27 AM,Study Meal,"Weight (Apple Health)",lbs,164.0
2019-09-10,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-09-11,7:27 AM,Study Meal,"Weight (Apple Health)",lbs,164.0
2019-09-11,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-09-12,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-09-13,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-09-14,10:41 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
2019-09-14,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-09-15,9:01 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
2019-09-15,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-09-16,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,49.0
2019-09-17,10:16 PM,Study Meal,"Heart Rate (Apple Health)",bpm,99.0
2019-09-18,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,53.0
2019-09-19,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,46.0
2019-09-20,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-09-21,9:38 AM,Study Meal,"Weight (Apple Health)",lbs,162.0
2019-09-21,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-09-22,9:00 AM,Study Meal,"Weight (Apple Health)",lbs,162.0
2019-09-22,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,52.0
2019-09-23,8:25 PM,Study Meal,"Heart Rate (Apple Health)",bpm,78.0
2019-09-24,10:04 AM,Study Meal,"Weight (Apple Health)",lbs,162.0
2019-09-24,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-09-25,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,70.0
2019-09-26,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-09-27,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,70.0
2019-09-28,8:30 AM,Study Meal,"Weight (Apple Health)",lbs,160.0
2019-09-28,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-09-29,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,53.0
2019-09-30,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,61.0
2019-10-01,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,51.0
2019-10-02,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,104.0
2019-10-03,9:19 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-10-07,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2019-10-08,5:56 AM,Study Meal,"Heart Rate (Apple Health)",bpm,52.0
2019-10-23,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,61.0
2019-12-17,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-12-18,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-12-19,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,118.0
2019-12-30,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-12-31,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,102.0
2020-01-01,2:06 PM,Study Meal,"Heart Rate (Apple Health)",bpm,69.0
2020-01-02,6:10 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2020-01-03,8:06 PM,Study Meal,"Heart Rate (Apple Health)",bpm,115.0
2020-01-04,10:41 AM,Study Meal,"Heart Rate (Apple Health)",bpm,91.0
2020-01-04,1:49 PM,Study Meal,"Weight (Apple Health)",lbs,165.0
2020-01-05,2:38 PM,Study Meal,"Heart Rate (Apple Health)",bpm,72.0
2020-01-05,4:05 PM,Study Meal,"Height (Apple Health)",in,68.8976
2020-01-05,4:05 PM,Study Meal,"Height (Apple Health)",in,68.8976
2020-01-05,4:06 PM,Study Meal,"Body Fat (Apple Health)",%,14.6191
2020-01-05,4:06 PM,Study Meal,"Weight (Apple Health)",lbs,172.842
2020-01-05,4:07 PM,Study Meal,"Body Fat (Apple Health)",%,14.6191
2020-01-05,4:07 PM,Study Meal,"Weight (Apple Health)",lbs,172.842
2020-01-05,4:07 PM,Study Meal,"Weight (Apple Health)",lbs,168.874
2020-01-05,4:07 PM,Study Meal,"Body Fat (Apple Health)",%,14.166
2020-01-06,6:40 AM,Study Meal,"Body Fat (Apple Health)",%,13.9701
2020-01-06,6:40 AM,Study Meal,"Weight (Apple Health)",lbs,167.221
2020-01-06,6:41 AM,Study Meal,"Body Fat (Apple Health)",%,13.9701
2020-01-06,6:41 AM,Study Meal,"Weight (Apple Health)",lbs,167.221
2020-01-06,8:59 AM,Study Meal,"Heart Rate (Apple Health)",bpm,111.0
2020-01-07,6:10 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2020-01-07,6:18 AM,Study Meal,"Weight (Apple Health)",lbs,165.677
2020-01-07,6:18 AM,Study Meal,"Body Fat (Apple Health)",%,13.8082
2020-01-08,6:36 AM,Study Meal,"Body Fat (Apple Health)",%,13.8082
2020-01-08,6:36 AM,Study Meal,"Weight (Apple Health)",lbs,165.677
2020-01-08,7:48 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2020-01-09,7:28 AM,Study Meal,"Body Fat (Apple Health)",%,13.6177
2020-01-09,7:28 AM,Study Meal,"Weight (Apple Health)",lbs,164.134
2020-01-09,11:32 AM,Study Meal,"Heart Rate (Apple Health)",bpm,109.0
2020-01-10,7:04 AM,Study Meal,"Weight (Apple Health)",lbs,164.024
2020-01-10,7:04 AM,Study Meal,"Weight (Apple Health)",lbs,164.024
2020-01-10,7:04 AM,Study Meal,"Body Fat (Apple Health)",%,13.6122
2020-01-10,7:04 AM,Study Meal,"Body Fat (Apple Health)",%,13.6122
2020-01-10,7:04 AM,Study Meal,"Weight (Apple Health)",lbs,164.024
2020-01-10,7:04 AM,Study Meal,"Body Fat (Apple Health)",%,13.6122
2020-01-10,8:34 AM,Study Meal,"Heart Rate (Apple Health)",bpm,137.0
2020-01-11,8:55 AM,Study Meal,"Heart Rate (Apple Health)",bpm,110.0
2020-01-12,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2020-01-13,10:22 AM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2020-01-14,6:26 AM,Study Meal,"Weight (Apple Health)",lbs,164.685
2020-01-14,6:26 AM,Study Meal,"Body Fat (Apple Health)",%,13.702
2020-01-14,10:59 AM,Study Meal,"Heart Rate (Apple Health)",bpm,93.0
2020-01-15,6:08 AM,Study Meal,"Weight (Apple Health)",lbs,164.685
2020-01-15,6:08 AM,Study Meal,"Body Fat (Apple Health)",%,13.702
2020-01-15,11:37 AM,Study Meal,"Heart Rate (Apple Health)",bpm,68.0
2020-01-16,7:07 AM,Study Meal,"Heart Rate (Apple Health)",bpm,81.0
2020-01-16,7:07 AM,Study Meal,"Body Fat (Apple Health)",%,13.4558
2020-01-16,7:07 AM,Study Meal,"Weight (Apple Health)",lbs,162.591
2020-01-17,6:06 AM,Study Meal,"Body Fat (Apple Health)",%,13.6068
2020-01-17,6:06 AM,Study Meal,"Weight (Apple Health)",lbs,163.914
2020-01-17,9:23 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2020-01-18,9:32 AM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2020-01-19,7:11 AM,Study Meal,"Heart Rate (Apple Health)",bpm,83.0
2020-01-20,9:48 AM,Study Meal,"Heart Rate (Apple Health)",bpm,94.0
2020-01-21,9:44 AM,Study Meal,"Heart Rate (Apple Health)",bpm,139.0
2020-01-22,5:54 AM,Study Meal,"Heart Rate (Apple Health)",bpm,93.0
2020-01-22,7:05 AM,Study Meal,"Weight (Apple Health)",lbs,165.567
2020-01-22,7:05 AM,Study Meal,"Body Fat (Apple Health)",%,13.8027
2020-01-23,7:10 AM,Study Meal,"Weight (Apple Health)",lbs,164.134
2020-01-23,7:10 AM,Study Meal,"Body Fat (Apple Health)",%,13.6177
2020-01-23,5:02 PM,Study Meal,"Heart Rate (Apple Health)",bpm,90.0
2020-01-24,6:38 AM,Study Meal,"Weight (Apple Health)",lbs,165.347
2020-01-24,6:38 AM,Study Meal,"Body Fat (Apple Health)",%,13.7633
2020-01-24,6:38 PM,Study Meal,"Heart Rate (Apple Health)",bpm,84.0
2020-01-25,9:57 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
2020-01-25,9:58 AM,Study Meal,"Heart Rate (Apple Health)",bpm,71.0
2020-01-26,9:05 AM,Study Meal,"Heart Rate (Apple Health)",bpm,79.0
2020-01-27,9:58 AM,Study Meal,"Heart Rate (Apple Health)",bpm,81.0
2020-01-28,7:16 AM,Study Meal,"Weight (Apple Health)",lbs,164.796
2020-01-28,7:16 AM,Study Meal,"Body Fat (Apple Health)",%,13.7075
2020-01-28,8:58 AM,Study Meal,"Heart Rate (Apple Health)",bpm,90.0
2020-01-29,5:46 AM,Study Meal,"Body Fat (Apple Health)",%,13.9034
2020-01-29,5:46 AM,Study Meal,"Weight (Apple Health)",lbs,166.449
2020-01-29,9:43 AM,Study Meal,"Heart Rate (Apple Health)",bpm,81.0
2020-01-30,6:55 AM,Study Meal,"Weight (Apple Health)",lbs,164.465
2020-01-30,6:55 AM,Study Meal,"Body Fat (Apple Health)",%,13.6626
2020-01-30,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,61.0
2020-01-31,6:32 AM,Study Meal,"Weight (Apple Health)",lbs,168.984
2020-01-31,6:32 AM,Study Meal,"Body Fat (Apple Health)",%,14.1714
2020-01-31,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2020-02-01,12:46 PM,Study Meal,"Heart Rate (Apple Health)",bpm,90.0
2020-02-02,11:17 AM,Study Meal,"Heart Rate (Apple Health)",bpm,126.0
2020-02-02,5:03 PM,Study Meal,"Weight (Apple Health)",lbs,164.0
2020-02-03,10:10 AM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2020-02-04,5:58 AM,Study Meal,"Weight (Apple Health)",lbs,163.583
2020-02-04,5:58 AM,Study Meal,"Body Fat (Apple Health)",%,13.5619
2020-02-04,9:25 AM,Study Meal,"Heart Rate (Apple Health)",bpm,86.0
2020-02-05,5:40 AM,Study Meal,"Body Fat (Apple Health)",%,13.6517
2020-02-05,5:40 AM,Study Meal,"Weight (Apple Health)",lbs,164.244
2020-02-05,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2020-02-06,7:17 AM,Study Meal,"Body Fat (Apple Health)",%,13.4163
2020-02-06,7:17 AM,Study Meal,"Weight (Apple Health)",lbs,162.37
2020-02-06,11:15 AM,Study Meal,"Heart Rate (Apple Health)",bpm,74.0
2020-02-07,7:01 AM,Study Meal,"Body Fat (Apple Health)",%,13.4
2020-02-07,7:01 AM,Study Meal,"Weight (Apple Health)",lbs,162.04
2020-02-07,11:34 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2020-02-08,6:01 AM,Study Meal,"Weight (Apple Health)",lbs,164.134
2020-02-08,6:01 AM,Study Meal,"Body Fat (Apple Health)",%,13.6177
2020-02-08,2:40 PM,Study Meal,"Heart Rate (Apple Health)",bpm,75.0
2020-02-09,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2020-02-10,6:58 AM,Study Meal,"Heart Rate (Apple Health)",bpm,100.0
2020-02-10,7:00 AM,Study Meal,"Body Fat (Apple Health)",%,13.517
2020-02-10,7:00 AM,Study Meal,"Weight (Apple Health)",lbs,163.252
2020-02-11,6:07 AM,Study Meal,"Weight (Apple Health)",lbs,164.024
2020-02-11,6:07 AM,Study Meal,"Body Fat (Apple Health)",%,13.6122
2020-02-11,12:48 PM,Study Meal,"Heart Rate (Apple Health)",bpm,81.0
2020-02-12,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2020-02-13,6:59 AM,Study Meal,"Weight (Apple Health)",lbs,162.37
2020-02-13,6:59 AM,Study Meal,"Body Fat (Apple Health)",%,13.4163
2020-02-13,9:56 AM,Study Meal,"Heart Rate (Apple Health)",bpm,75.0
2020-02-14,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2020-02-15,1:48 PM,Study Meal,"Weight (Apple Health)",lbs,163.0
2020-02-15,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2020-02-16,3:22 PM,Study Meal,"Heart Rate (Apple Health)",bpm,81.0
2020-02-17,8:25 AM,Study Meal,"Heart Rate (Apple Health)",bpm,90.0
2020-02-18,6:32 AM,Study Meal,"Weight (Apple Health)",lbs,165.567
2020-02-18,6:32 AM,Study Meal,"Body Fat (Apple Health)",%,13.8027
2020-02-18,9:11 AM,Study Meal,"Heart Rate (Apple Health)",bpm,75.0
2020-02-19,6:44 AM,Study Meal,"Body Fat (Apple Health)",%,13.551
2020-02-19,6:44 AM,Study Meal,"Weight (Apple Health)",lbs,163.363
2020-02-19,9:54 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2020-02-20,2:11 PM,Study Meal,"Heart Rate (Apple Health)",bpm,87.0
2020-02-21,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2020-02-22,8:39 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
2020-02-22,3:31 PM,Study Meal,"Heart Rate (Apple Health)",bpm,72.0
2020-02-23,3:25 PM,Study Meal,"Heart Rate (Apple Health)",bpm,69.0
2020-02-24,8:48 AM,Study Meal,"Heart Rate (Apple Health)",bpm,112.0
2020-02-25,6:50 AM,Study Meal,"Weight (Apple Health)",lbs,161.709
2020-02-25,6:50 AM,Study Meal,"Body Fat (Apple Health)",%,13.3551
2020-02-26,6:16 AM,Study Meal,"Body Fat (Apple Health)",%,13.4721
2020-02-26,6:16 AM,Study Meal,"Weight (Apple Health)",lbs,162.922
2020-02-27,7:21 AM,Study Meal,"Body Fat (Apple Health)",%,13.5061
2020-02-27,7:21 AM,Study Meal,"Weight (Apple Health)",lbs,163.032
2020-02-28,6:58 AM,Study Meal,"Weight (Apple Health)",lbs,163.473
2020-02-28,6:58 AM,Study Meal,"Body Fat (Apple Health)",%,13.5565
2020-02-28,9:38 PM,Study Meal,"Heart Rate (Apple Health)",bpm,72.0
2020-02-29,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,72.0
2020-03-01,9:07 AM,Study Meal,"Weight (Apple Health)",lbs,163.8
2020-03-01,4:56 PM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2020-03-02,12:55 PM,Study Meal,"Heart Rate (Apple Health)",bpm,133.0
2020-03-03,5:11 AM,Study Meal,"Body Fat (Apple Health)",%,13.6231
2020-03-03,5:11 AM,Study Meal,"Weight (Apple Health)",lbs,164.244
2020-03-03,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,85.0
2020-03-04,5:41 AM,Study Meal,"Weight (Apple Health)",lbs,164.024
2020-03-04,5:41 AM,Study Meal,"Body Fat (Apple Health)",%,13.6122
2020-03-04,7:02 AM,Study Meal,"Heart Rate (Apple Health)",bpm,102.0
2020-03-05,7:08 AM,Study Meal,"Heart Rate (Apple Health)",bpm,115.0
2020-03-05,7:15 AM,Study Meal,"Weight (Apple Health)",lbs,162.591
2020-03-05,7:15 AM,Study Meal,"Body Fat (Apple Health)",%,13.4558
2020-03-06,7:58 AM,Study Meal,"Weight (Apple Health)",lbs,163.0
